context,question,answer
"Title: Decline plate sit-up. Desc: The decline plate sit-up is a weighted core exercise that works the rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.. Equipment: Barbell. BodyPart: Abdominals. Level: Intermediate",What is the difficulty level of Decline plate sit-up?,Intermediate
"Title: Decline plate sit-up. Desc: The decline plate sit-up is a weighted core exercise that works the rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout.. Equipment: Barbell. BodyPart: Abdominals. Level: Intermediate",Describe the Decline plate sit-up exercise.,"The decline plate sit-up is a weighted core exercise that works the rectus abdominis or ""six pack"" muscles, as well as the deep core muscles. Weighted sit-up variations are usually performed for moderate to high reps, such as 8-12 reps per set or more, as part of the core-focused portion of a workout."
Title: KV Barbell Hip Thrust. Equipment: Barbell. BodyPart: Abdominals. Level: Intermediate,Which muscles does KV Barbell Hip Thrust target?,Abdominals
Title: KV Barbell Hip Thrust. Equipment: Barbell. BodyPart: Abdominals. Level: Intermediate,What equipment is needed for KV Barbell Hip Thrust?,Barbell
Title: KV Barbell Hip Thrust. Equipment: Barbell. BodyPart: Abdominals. Level: Intermediate,What is the difficulty level of KV Barbell Hip Thrust?,Intermediate
Title: Advanced Kettlebell Windmill. Equipment: Kettlebells. BodyPart: Abdominals. Level: Beginner,Which muscles does Advanced Kettlebell Windmill target?,Abdominals
Title: Advanced Kettlebell Windmill. Equipment: Kettlebells. BodyPart: Abdominals. Level: Beginner,What equipment is needed for Advanced Kettlebell Windmill?,Kettlebells
Title: Advanced Kettlebell Windmill. Equipment: Kettlebells. BodyPart: Abdominals. Level: Beginner,What is the difficulty level of Advanced Kettlebell Windmill?,Beginner
"Title: Kettlebell Windmill. Desc: The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.. Equipment: Kettlebells. BodyPart: Abdominals. Level: Intermediate",Which muscles does Kettlebell Windmill target?,Abdominals
"Title: Kettlebell Windmill. Desc: The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.. Equipment: Kettlebells. BodyPart: Abdominals. Level: Intermediate",What equipment is needed for Kettlebell Windmill?,Kettlebells
"Title: Kettlebell Windmill. Desc: The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.. Equipment: Kettlebells. BodyPart: Abdominals. Level: Intermediate",What is the difficulty level of Kettlebell Windmill?,Intermediate
"Title: Kettlebell Windmill. Desc: The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue.. Equipment: Kettlebells. BodyPart: Abdominals. Level: Intermediate",Describe the Kettlebell Windmill exercise.,"The single-kettlebell windmill is a dynamic kettlebell exercise emphasizing core strength and shoulder and hip mobility and stability. It is often used as a functional warm-up or for multi-directional strength work. It doesn't work as well in a metcon or conditioning setting, and shouldn't be performed under intense fatigue."
Title: Kettlebell Pass Between The Legs. Equipment: Kettlebells. BodyPart: Abdominals. Level: Beginner,Which muscles does Kettlebell Pass Between The Legs target?,Abdominals
Title: Kettlebell Pass Between The Legs. Equipment: Kettlebells. BodyPart: Abdominals. Level: Beginner,What equipment is needed for Kettlebell Pass Between The Legs?,Kettlebells
Title: Kettlebell Pass Between The Legs. Equipment: Kettlebells. BodyPart: Abdominals. Level: Beginner,What is the difficulty level of Kettlebell Pass Between The Legs?,Beginner
"Title: Kettlebell 3-point leg extension. Desc: The kettlebell 3-point leg extension is a dynamic core exercise performed around and over a kettlebell or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, but targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a kettlebell and bodyweight circuit workout.. Equipment: Kettlebells. BodyPart: Abdominals. Level: Intermediate",Which muscles does Kettlebell 3-point leg extension target?,Abdominals
"Title: Kettlebell 3-point leg extension. Desc: The kettlebell 3-point leg extension is a dynamic core exercise performed around and over a kettlebell or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, but targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a kettlebell and bodyweight circuit workout.. Equipment: Kettlebells. BodyPart: Abdominals. Level: Intermediate",What equipment is needed for Kettlebell 3-point leg extension?,Kettlebells
"Title: Kettlebell 3-point leg extension. Desc: The kettlebell 3-point leg extension is a dynamic core exercise performed around and over a kettlebell or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, but targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a kettlebell and bodyweight circuit workout.. Equipment: Kettlebells. BodyPart: Abdominals. Level: Intermediate",What is the difficulty level of Kettlebell 3-point leg extension?,Intermediate
"Title: Kettlebell 3-point leg extension. Desc: The kettlebell 3-point leg extension is a dynamic core exercise performed around and over a kettlebell or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, but targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a kettlebell and bodyweight circuit workout.. Equipment: Kettlebells. BodyPart: Abdominals. Level: Intermediate",Describe the Kettlebell 3-point leg extension exercise.,"The kettlebell 3-point leg extension is a dynamic core exercise performed around and over a kettlebell or other short, stationary object. It is similar in some ways to a V-up or reverse crunch, but targets both the obliques and the rectus abdominis or ""six-pack"" muscles. It can be performed for reps or for time, usually in dedicated ab training or as part of a kettlebell and bodyweight circuit workout."
